date,season,team,opponent team,conference,division,coach,dpa,dps,first downs,site,points,o:points,margin,line,ats margin,total
20160910,2016,MICH,CFL,B10,1A,Jim Harbaugh,4.5,6,23,home,51,14,37,-35.5,1.5,54.5
20160910,2016,CFL,MICH,AAC,1A,Scott Frost,6,4.5,15,away,14,51,-37,35.5,-1.5,54.5
20160910,2016,MIN,INST,B10,1A,Tracy Claeys,12.75,18.75,33,home,58,28,30,-24,6,54.5
20160910,2016,INST,MIN,,1AA,None,18.75,12.75,22,away,28,58,-30,24,-6,54.5
20160910,2016,MIS,WOF,SEC,1A,Hugh Freeze,6.5,-11.5,24,home,38,13,25,-43,-18,56
20160910,2016,WOF,MIS,,1AA,None,-11.5,6.5,18,away,13,38,-25,43,18,56
20160910,2016,MIZ,EMCH,SEC,1A,Barry Odom,4.5,20,31,home,61,21,40,-24.5,15.5,57.5
20160910,2016,EMCH,MIZ,MAC,1A,Chris Creighton,20,4.5,24,away,21,61,-40,24.5,-15.5,57.5
20160910,2016,MRSH,MORG,USA,1A,Doc Holliday,-5,15,21,home,62,0,62,-42,20,52
20160910,2016,MORG,MRSH,,1AA,None,15,-5,11,away,0,62,-62,42,-20,52
20160910,2016,MSST,SCAR,SEC,1A,Dan Mullen,-6.25,-0.75,24,home,27,14,13,-7.5,5.5,48
20160910,2016,SCAR,MSST,SEC,1A,Will Muschamp,-0.75,-6.25,18,away,14,27,-13,7.5,-5.5,48
20160910,2016,NAVY,CON,AAC,1A,Ken Niumatalolo,4,3.5,18,home,28,24,4,-4.5,-0.5,44.5
20160910,2016,CON,NAVY,AAC,1A,Bob Diaco,3.5,4,19,away,24,28,-4,4.5,0.5,44.5
20160910,2016,NEB,WYO,B10,1A,Mike Riley,0.75,10.25,25,home,52,17,35,-25.5,9.5,58
20160910,2016,WYO,NEB,MWC,1A,Craig Bohl,10.25,0.75,16,away,17,52,-35,25.5,-9.5,58
20160910,2016,NMST,NMX,SBC,1A,Doug Martin,-6,7,22,home,32,31,1,12,13,62
20160910,2016,NMX,NMST,MWC,1A,Bob Davie,7,-6,23,away,31,32,-1,-12,-13,62
20160910,2016,NORW,ILST,B10,1A,Pat Fitzgerald,-7,-20.5,16,home,7,9,-2,-11.5,-13.5,43.5
20160910,2016,ILST,NORW,,1AA,None,-20.5,-7,25,away,9,7,2,11.5,13.5,43.5
20160910,2016,NOTD,NEV,IND,1A,Brian Kelly,-7.25,-5.75,25,home,39,10,29,-27.5,1.5,62
20160910,2016,NEV,NOTD,MWC,1A,Brian Polian,-5.75,-7.25,15,away,10,39,-29,27.5,-1.5,62
20160910,2016,NTX,COOK,USA,1A,Seth Littrell,0.5,10,29,home,41,20,21,-11.5,9.5,50.5
20160910,2016,COOK,NTX,,,None,10,0.5,9,away,20,41,-21,11.5,-9.5,50.5
20160910,2016,OHST,TLS,B10,1A,Urban Meyer,-19.25,-2.75,20,home,48,3,45,-28.5,16.5,73
20160910,2016,TLS,OHST,AAC,1A,Philip Montgomery,-2.75,-19.25,15,away,3,48,-45,28.5,-16.5,73
20160910,2016,OKLA,LMON,B12,1A,Bob Stoops,7.75,3.75,30,home,59,17,42,-46,-4,64.5
20160910,2016,LMON,OKLA,SBC,1A,Matt Viator,3.75,7.75,15,away,17,59,-42,46,4,64.5
20160910,2016,OKST,CMCH,B12,1A,Mike Gundy,9.75,-11.75,23,home,27,30,-3,-18.5,-21.5,59
20160910,2016,CMCH,OKST,MAC,1A,John Bonamego,-11.75,9.75,23,away,30,27,3,18.5,21.5,59
20160910,2016,ORE,VIR,P12,1A,Mark Helfrich,2.75,-3.25,25,home,44,26,18,-24,-6,70.5
20160910,2016,VIR,ORE,ACC,1A,Bronco Mendenhall,-3.25,2.75,28,away,26,44,-18,24,6,70.5
20160910,2016,PIT,PNST,ACC,1A,Pat Narduzzi,16.75,16.25,24,home,42,39,3,-3.5,-0.5,48
20160910,2016,PNST,PIT,B10,1A,James Franklin,16.25,16.75,23,away,39,42,-3,3.5,0.5,48
20160910,2016,PUR,CIN,B10,1A,Darrell Hazell,6.5,-7,28,home,20,38,-18,4.5,-13.5,58.5
20160910,2016,CIN,PUR,AAC,1A,Tommy Tuberville,-7,6.5,22,away,38,20,18,-4.5,13.5,58.5
20160910,2016,RUT,HOW,B10,1A,Chris Ash,3.75,-0.25,26,home,52,14,38,-42,-4,62.5
20160910,2016,HOW,RUT,,1AA,None,-0.25,3.75,12,away,14,52,-38,42,4,62.5
20160910,2016,SALA,GSOU,SBC,1A,Joey Jones,-11.5,-13,19,home,9,24,-15,13.5,-1.5,57.5
20160910,2016,GSOU,SALA,SBC,1A,Tyson Summers,-13,-11.5,23,away,24,9,15,-13.5,1.5,57.5
20160910,2016,SDST,CAL,MWC,1A,Rocky Long,13.5,12,22,home,45,40,5,-6.5,-1.5,59.5
20160910,2016,CAL,SDST,P12,1A,Sonny Dykes,12,13.5,30,away,40,45,-5,6.5,1.5,59.5
20160910,2016,SFL,NIL,AAC,1A,Willie Taggart,-4.25,12.25,34,home,48,17,31,-14.5,16.5,57
20160910,2016,NIL,SFL,MAC,1A,Rod Carey,12.25,-4.25,19,away,17,48,-31,14.5,-16.5,57
20160910,2016,SJST,POST,MWC,1A,Ron Caragher,-,-,28,home,66,35,31,-,-,-
20160910,2016,POST,SJST,,1AA,None,-,-,17,away,35,66,-31,-,-,-
20160910,2016,SMIS,SAVA,USA,1A,Jay Hopson,-5.5,-6,28,home,56,0,56,-56.5,-0.5,67.5
20160910,2016,SAVA,SMIS,,,None,-6,-5.5,3,away,0,56,-56,56.5,0.5,67.5
20160910,2016,TCU,ARK,B12,1A,Gary Patterson,16.25,4.25,28,home,38,41,-3,-9,-12,58.5
20160910,2016,ARK,TCU,SEC,1A,Bret Bielema,4.25,16.25,20,away,41,38,3,9,12,58.5
20160910,2016,TEM,STBR,AAC,1A,Matt Rhule,-10,4,17,home,38,0,38,-24,14,44
20160910,2016,STBR,TEM,,1A,None,4,-10,6,away,0,38,-38,24,-14,44
20160910,2016,TEX,UTEP,B12,1A,Charlie Strong,-6.75,-3.75,25,home,41,7,34,-31,3,58.5
20160910,2016,UTEP,TEX,USA,1A,Sean Kugler,-3.75,-6.75,10,away,7,41,-34,31,-3,58.5
20160910,2016,TLN,SOU,AAC,1A,Willie Fritz,2.5,19,26,home,66,21,45,-28.5,16.5,65.5
20160910,2016,SOU,TLN,,1AA,None,19,2.5,13,away,21,66,-45,28.5,-16.5,65.5
20160910,2016,TOL,MAIN,MAC,1A,Jason Candle,-2.75,8.25,17,home,45,3,42,-31,11,42.5
20160910,2016,MAIN,TOL,,1AA,None,8.25,-2.75,12,away,3,45,-42,31,-11,42.5
20160910,2016,TXAM,PRVW,SEC,1A,Kevin Sumlin,-9.5,5,35,home,67,0,67,-52.5,14.5,71.5
20160910,2016,PRVW,TXAM,,,None,5,-9.5,10,away,0,67,-67,52.5,-14.5,71.5
20160910,2016,UCLA,UNLV,P12,1A,Jim Mora,4.25,-1.25,27,home,42,21,21,-26.5,-5.5,60
20160910,2016,UNLV,UCLA,MWC,1A,Tony Sanchez,-1.25,4.25,18,away,21,42,-21,26.5,5.5,60
20160910,2016,USC,UTST,P12,1A,Clay Helton,-12.75,8.75,31,home,45,7,38,-16.5,21.5,56
20160910,2016,UTST,USC,MWC,1A,Matt Wells,8.75,-12.75,14,away,7,45,-38,16.5,-21.5,56
20160910,2016,UTAH,BYU,P12,1A,Kyle Whittingham,-1.5,-3.5,18,home,20,19,1,-3,-2,44
20160910,2016,BYU,UTAH,IND,1A,Kalani Sitake,-3.5,-1.5,19,away,19,20,-1,3,2,44
20160910,2016,VAN,MTEN,SEC,1A,Derek Mason,0.75,19.75,20,home,47,24,23,-4,19,50.5
20160910,2016,MTEN,VAN,USA,1A,Rick Stockstill,19.75,0.75,25,away,24,47,-23,4,-19,50.5
20160910,2016,VTCH,TEN,ACC,1A,Justin Fuente,13.25,3.25,21,neutral,24,45,-21,11,-10,52.5
20160910,2016,TEN,VTCH,SEC,1A,Butch Jones,3.25,13.25,15,neutral,45,24,21,-11,10,52.5
20160910,2016,WAS,IDA,P12,1A,Chris Petersen,2.25,9.75,27,home,59,14,45,-37.5,7.5,61
20160910,2016,IDA,WAS,SBC,1A,Paul Petrino,9.75,2.25,17,away,14,59,-45,37.5,-7.5,61
20160910,2016,WIS,AKRON,B10,1A,Paul Chryst,-1.5,18.5,32,home,54,10,44,-24,20,47
20160910,2016,AKRON,WIS,MAC,1A,None,18.5,-1.5,10,away,10,54,-44,24,-20,47
20160910,2016,WMCH,NCC,MAC,1A,PJ Fleck,10,23.5,34,home,70,21,49,-35.5,13.5,57.5
20160910,2016,NCC,WMCH,,1A,None,23.5,10,13,away,21,70,-49,35.5,-13.5,57.5
20160910,2016,WVA,YST,B12,1A,Dana Holgorsen,4,1,30,home,38,21,17,-20,-3,54
20160910,2016,YST,WVA,,1AA,None,1,4,21,away,21,38,-17,20,3,54
20160915,2016,CIN,HOU,AAC,1A,Tommy Tuberville,4,-12,13,home,16,40,-24,8,-16,64
20160915,2016,HOU,CIN,AAC,1A,Tom Herman,-12,4,28,away,40,16,24,-8,16,64
20160916,2016,RICE,BAY,USA,1A,David Bailiff,-10.75,-6.75,14,home,10,38,-28,32,4,65.5
20160916,2016,BAY,RICE,B12,1A,Jim Grobe,-6.75,-10.75,31,away,38,10,28,-32,-4,65.5
20160916,2016,UTSA,AZST,USA,,Frank Wilson,-8.25,8.25,16,home,28,32,-4,20.5,16.5,60
20160916,2016,AZST,UTSA,P12,1A,Todd Graham,8.25,-8.25,25,away,32,28,4,-20.5,-16.5,60
20160916,2016,UTST,AKST,MWC,1A,Matt Wells,-3,1.5,18,home,34,20,14,-9.5,4.5,55.5
20160916,2016,AKST,UTST,SBC,1A,Blake Anderson,1.5,-3,16,away,20,34,-14,9.5,-4.5,55.5
20160917,2016,APP,MIAF,SBC,1A,Scott Satterfield,16.75,-13.75,18,home,10,45,-35,4.5,-30.5,52
20160917,2016,MIAF,APP,ACC,1A,Mark Richt,-13.75,16.75,20,away,45,10,35,-4.5,30.5,52
20160917,2016,ARK,TXST,SEC,1A,Bret Bielema,-10.5,-4,26,home,42,3,39,-32.5,6.5,59.5
20160917,2016,TXST,ARK,SBC,1AA,Everett Withers,-4,-10.5,8,away,3,42,-39,32.5,-6.5,59.5
20160917,2016,ARZ,HAW,P12,1A,Rich Rodriguez,7.75,3.25,28,home,47,28,19,-23.5,-4.5,64
20160917,2016,HAW,ARZ,MWC,1A,Nick Rolovich,3.25,7.75,25,away,28,47,-19,23.5,4.5,64
20160917,2016,AUB,TXAM,SEC,1A,Gus Malzahn,3.5,-11,26,home,16,29,-13,-1.5,-14.5,52.5
20160917,2016,TXAM,AUB,SEC,1A,Kevin Sumlin,-11,3.5,19,away,29,16,13,1.5,14.5,52.5
20160917,2016,BALL,EKY,MAC,1A,Mike Neu,-3,10,28,home,41,14,27,-14,13,48
20160917,2016,EKY,BALL,,1AA,None,10,-3,13,away,14,41,-27,14,-13,48
20160917,2016,BOWL,MTEN,MAC,1A,Mike Jinks,2.25,-11.75,26,home,21,41,-20,6,-14,71.5
20160917,2016,MTEN,BOWL,USA,1A,Rick Stockstill,-11.75,2.25,20,away,41,21,20,-6,14,71.5
20160917,2016,BYU,UCLA,IND,1A,Kalani Sitake,-9,-9,19,home,14,17,-3,3,0,49
20160917,2016,UCLA,BYU,P12,1A,Jim Mora,-9,-9,18,away,17,14,3,-3,0,49
20160917,2016,CAL,TEX,P12,1A,Sonny Dykes,-1,13,28,home,50,43,7,7,14,81
20160917,2016,TEX,CAL,B12,1A,Charlie Strong,13,-1,34,away,43,50,-7,-7,-14,81
20160917,2016,CFL,MARY,AAC,1A,Scott Frost,-4,-0.5,26,home,24,30,-6,9.5,3.5,58.5
20160917,2016,MARY,CFL,B10,1A,DJ Durkin,-0.5,-4,20,away,30,24,6,-9.5,-3.5,58.5
20160917,2016,CHAR,EMCH,USA,1A,Brad Lambert,4,-11,23,home,19,37,-18,3,-15,63
20160917,2016,EMCH,CHAR,MAC,1A,Chris Creighton,-11,4,17,away,37,19,18,-3,15,63
20160917,2016,CLEM,SCST,ACC,1A,Dabo Swinney,-,-,27,home,59,0,59,-,-,-
20160917,2016,SCST,CLEM,,1A,None,-,-,9,away,0,59,-59,-,-,-
20160917,2016,CMCH,UNLV,MAC,1A,John Bonamego,-0.75,10.25,23,home,44,21,23,-12,11,55.5
20160917,2016,UNLV,CMCH,MWC,1A,Tony Sanchez,10.25,-0.75,15,away,21,44,-23,12,-11,55.5
20160917,2016,CON,VIR,AAC,1A,Bob Diaco,-12.25,-12.75,18,home,13,10,3,-3.5,-0.5,48
20160917,2016,VIR,CON,ACC,1A,Bronco Mendenhall,-12.75,-12.25,21,away,10,13,-3,3.5,0.5,48
20160917,2016,COST,NCOL,MWC,1A,Mike Bobo,-3.25,-0.75,29,home,47,21,26,-23.5,2.5,72
20160917,2016,NCOL,COST,,1AA,None,-0.75,-3.25,24,away,21,47,-26,23.5,-2.5,72
20160917,2016,FLA,NTX,SEC,1A,Jim McElwain,-8.5,-10,26,home,32,0,32,-33.5,-1.5,50.5
20160917,2016,NTX,FLA,USA,1A,Seth Littrell,-10,-8.5,8,away,0,32,-32,33.5,1.5,50.5
20160917,2016,GSOU,LMON,SBC,1A,Tyson Summers,5,-18.5,27,home,23,21,2,-25.5,-23.5,57.5
20160917,2016,LMON,GSOU,SBC,1A,Matt Viator,-18.5,5,15,away,21,23,-2,25.5,23.5,57.5
20160917,2016,GTCH,VAN,ACC,1A,Paul Johnson,-12,12.5,20,home,38,7,31,-6.5,24.5,44.5
20160917,2016,VAN,GTCH,SEC,1A,Derek Mason,12.5,-12,16,away,7,38,-31,6.5,-24.5,44.5
20160917,2016,ILL,WMCH,B10,1A,Lovie Smith,5.5,-15,15,home,10,34,-24,3.5,-20.5,53.5
20160917,2016,WMCH,ILL,MAC,1A,PJ Fleck,-15,5.5,23,away,34,10,24,-3.5,20.5,53.5
20160917,2016,IOWA,NDST,B10,1A,Kirk Ferentz,1.5,-15,12,home,21,23,-2,-14.5,-16.5,57.5
20160917,2016,NDST,IOWA,MVC,1A,None,-15,1.5,22,away,23,21,2,14.5,16.5,57.5
20160917,2016,KAST,FATL,B12,1A,Bill Snyder,-5.5,26,24,home,63,7,56,-24.5,31.5,49.5
20160917,2016,FATL,KAST,USA,1A,Charlie Partridge,26,-5.5,13,away,7,63,-56,24.5,-31.5,49.5
20160917,2016,KEST,MONM,MAC,1A,Paul Haynes,-5,0,17,home,27,7,20,-15,5,39
20160917,2016,MONM,KEST,-,-,None,0,-5,15,away,7,27,-20,15,-5,39
20160917,2016,KTKY,NMST,SEC,1A,Mark Stoops,19.5,17.5,31,home,62,42,20,-22,-2,67
20160917,2016,NMST,KTKY,SBC,1A,Doug Martin,17.5,19.5,28,away,42,62,-20,22,2,67
20160917,2016,LLAF,SALA,SBC,1A,Mark Hudspeth,-2.25,0.25,20,home,28,23,5,-2.5,2.5,53
20160917,2016,SALA,LLAF,SBC,1A,Joey Jones,0.25,-2.25,20,away,23,28,-5,2.5,-2.5,53
20160917,2016,LOU,FLST,ACC,1A,Bobby Petrino,-14,29,27,home,63,20,43,0,43,68
20160917,2016,FLST,LOU,ACC,1A,Jimbo Fisher,29,-14,20,away,20,63,-43,0,-43,68
20160917,2016,LSU,MSST,SEC,1A,Les Miles,3.5,-6.5,22,home,23,20,3,-13,-10,46
20160917,2016,MSST,LSU,SEC,1A,Dan Mullen,-6.5,3.5,14,away,20,23,-3,13,10,46
20160917,2016,MAS,FINT,IND,1AA,None,-10.75,-2.75,21,home,21,13,8,0,8,47.5
20160917,2016,FINT,MAS,USA,1A,Ron Turner,-2.75,-10.75,19,away,13,21,-8,0,-8,47.5
20160917,2016,MEM,KAN,AAC,1A,Mike Norvell,-12.5,3,19,home,43,7,36,-20.5,15.5,59.5
20160917,2016,KAN,MEM,B12,1A,David Beaty,3,-12.5,14,away,7,43,-36,20.5,-15.5,59.5
20160917,2016,MIAO,WKY,MAC,1A,Chuck Martin,-8.25,1.25,23,home,24,31,-7,16.5,9.5,62
20160917,2016,WKY,MIAO,USA,1A,Jeff Brohm,1.25,-8.25,19,away,31,24,7,-16.5,-9.5,62
20160917,2016,MICH,COLO,B10,1A,Jim Harbaugh,9,7.5,20,home,45,28,17,-18.5,-1.5,56.5
20160917,2016,COLO,MICH,P12,1A,Mike MacIntyre,7.5,9,15,away,28,45,-17,18.5,1.5,56.5
20160917,2016,MIS,ALA,SEC,1A,Hugh Freeze,16,21,23,home,43,48,-5,10,5,54
20160917,2016,ALA,MIS,SEC,1A,Nick Saban,21,16,22,away,48,43,5,-10,-5,54
20160917,2016,MIZ,GEO,SEC,1A,Barry Odom,-2,3.5,18,home,27,28,-1,6.5,5.5,53.5
20160917,2016,GEO,MIZ,SEC,1A,Kirby Smart,3.5,-2,25,away,28,27,1,-6.5,-5.5,53.5
20160917,2016,MRSH,AKRON,USA,1A,Doc Holliday,45.75,1.75,31,home,38,65,-27,-17,-44,55.5
20160917,2016,AKRON,MRSH,MAC,1A,None,1.75,45.75,26,away,65,38,27,17,44,55.5
20160917,2016,NCAR,JMAD,ACC,1A,Larry Fedora,-0.5,2,32,home,56,28,28,-25.5,2.5,82.5
20160917,2016,JMAD,NCAR,,1AA,None,2,-0.5,31,away,28,56,-28,25.5,-2.5,82.5
20160917,2016,NCST,OLDD,ACC,1A,Dave Doeren,4.75,7.75,28,home,49,22,27,-24,3,58.5
20160917,2016,OLDD,NCST,USA,1A,Bobby Wilder,7.75,4.75,15,away,22,49,-27,24,-3,58.5
20160917,2016,NEB,ORE,B10,1A,Mike Riley,-3.25,-3.25,26,home,35,32,3,-3,0,73.5
20160917,2016,ORE,NEB,P12,1A,Mark Helfrich,-3.25,-3.25,20,away,32,35,-3,3,0,73.5
20160917,2016,NEV,BUF,MWC,1A,Brian Polian,-5.5,7,32,home,38,14,24,-11.5,12.5,50.5
20160917,2016,BUF,NEV,MAC,1A,Lance Leipold,7,-5.5,17,away,14,38,-24,11.5,-12.5,50.5
20160917,2016,NIL,SDST,MAC,1A,Rod Carey,10.25,8.75,21,home,28,42,-14,12.5,-1.5,51
20160917,2016,SDST,NIL,MWC,1A,Rocky Long,8.75,10.25,22,away,42,28,14,-12.5,1.5,51
20160917,2016,NORW,DUKE,B10,1A,Pat Fitzgerald,-6.75,-0.25,22,home,24,13,11,-4.5,6.5,44
20160917,2016,DUKE,NORW,ACC,1A,David Cutcliffe,-0.25,-6.75,23,away,13,24,-11,4.5,-6.5,44
20160917,2016,NOTD,MCST,IND,1A,Brian Kelly,14,-1,19,home,28,36,-8,-7,-15,51
20160917,2016,MCST,NOTD,B10,1A,Mark Dantonio,-1,14,22,away,36,28,8,7,15,51
20160917,2016,OKLA,OHST,B12,1A,Bob Stoops,12.25,-6.75,19,home,24,45,-21,2,-19,63.5
20160917,2016,OHST,OKLA,B10,1A,Urban Meyer,-6.75,12.25,22,away,45,24,21,-2,19,63.5
20160917,2016,OKST,PIT,B12,1A,Mike Gundy,9.75,12.75,29,home,45,38,7,-4,3,60.5
20160917,2016,PIT,OKST,ACC,1A,Pat Narduzzi,12.75,9.75,23,away,38,45,-7,4,-3,60.5
20160917,2016,ORST,IDST,P12,1A,Gary Andersen,-4,-12.5,17,home,37,7,30,-38.5,-8.5,60.5
20160917,2016,IDST,ORST,,1AA,None,-12.5,-4,17,away,7,37,-30,38.5,8.5,60.5
20160917,2016,PNST,TEM,B10,1A,James Franklin,6.25,4.75,21,home,34,27,7,-8.5,-1.5,50
20160917,2016,TEM,PNST,AAC,1A,Matt Rhule,4.75,6.25,16,away,27,34,-7,8.5,1.5,50
20160917,2016,RUT,NMX,B10,1A,Chris Ash,2.5,4.5,14,home,37,28,9,-7,2,58
20160917,2016,NMX,RUT,MWC,1A,Bob Davie,4.5,2.5,21,away,28,37,-9,7,-2,58
20160917,2016,SCAR,ECAR,SEC,1A,Will Muschamp,-8,-7.5,15,home,20,15,5,-4.5,0.5,50.5
20160917,2016,ECAR,SCAR,AAC,1A,Scottie Montgomery,-7.5,-8,35,away,15,20,-5,4.5,-0.5,50.5
20160917,2016,SJST,UTAH,MWC,1A,Ron Caragher,4,0,18,home,17,34,-17,13,-4,47
20160917,2016,UTAH,SJST,P12,1A,Kyle Whittingham,0,4,19,away,34,17,17,-13,4,47
20160917,2016,SMIS,TROY,USA,1A,Jay Hopson,9,-7,20,home,31,37,-6,-10,-16,66
20160917,2016,TROY,SMIS,SBC,1A,Neal Brown,-7,9,19,away,37,31,6,10,16,66
20160917,2016,SMU,LIB,AAC,1A,Chad Morris,-11,-10.5,25,home,29,14,15,-14.5,0.5,64.5
20160917,2016,LIB,SMU,,1AA,None,-10.5,-11,16,away,14,29,-15,14.5,-0.5,64.5
20160917,2016,STAN,USC,P12,1A,David Shaw,-12.25,-3.25,17,home,27,10,17,-8,9,52.5
20160917,2016,USC,STAN,P12,1A,Clay Helton,-3.25,-12.25,17,away,10,27,-17,8,-9,52.5
20160917,2016,SYR,SFL,ACC,1A,Dino Babers,1,-10,28,home,20,45,-25,14,-11,74
20160917,2016,SFL,SYR,AAC,1A,Willie Taggart,-10,1,22,away,45,20,25,-14,11,74
20160917,2016,TCU,IWST,B12,1A,Gary Patterson,1.5,-1.5,25,home,41,20,21,-24,-3,61
20160917,2016,IWST,TCU,B12,1A,Matt Campbell,-1.5,1.5,20,away,20,41,-21,24,3,61
20160917,2016,TEN,OHU,SEC,1A,Butch Jones,4,-14,23,home,28,19,9,-27,-18,57
20160917,2016,OHU,TEN,MAC,1A,Frank Solich,-14,4,17,away,19,28,-9,27,18,57
20160917,2016,TLN,NAVY,AAC,1A,Willie Fritz,-3.5,-5,14,home,14,21,-7,5.5,-1.5,43.5
20160917,2016,NAVY,TLN,AAC,1A,Ken Niumatalolo,-5,-3.5,21,away,21,14,7,-5.5,1.5,43.5
20160917,2016,TLS,NCAT,AAC,1A,Philip Montgomery,-1,4.5,28,home,58,21,37,-31.5,5.5,75.5
20160917,2016,NCAT,TLS,,1AA,None,4.5,-1,15,away,21,58,-37,31.5,-5.5,75.5
20160917,2016,TOL,FRES,MAC,1A,Jason Candle,-1,12,27,home,52,17,35,-22,13,58
20160917,2016,FRES,TOL,MWC,1A,Tim DeRuyter,12,-1,7,away,17,52,-35,22,-13,58
20160917,2016,TXT,LTCH,B12,1A,Kliff Kingsbury,10.25,12.75,35,home,59,45,14,-11.5,2.5,81
20160917,2016,LTCH,TXT,USA,1A,Skip Holtz,12.75,10.25,27,away,45,59,-14,11.5,-2.5,81
20160917,2016,UTEP,ARMY,USA,1A,Sean Kugler,40.75,-7.25,11,home,14,66,-52,4,-48,46.5
20160917,2016,ARMY,UTEP,IND,1A,Jeff Monken,-7.25,40.75,39,away,66,14,52,-4,48,46.5
20160917,2016,VTCH,BCOL,ACC,1A,Justin Fuente,-17.5,25,28,home,49,0,49,-6.5,42.5,41.5
20160917,2016,BCOL,VTCH,ACC,1A,Steve Addazio,25,-17.5,6,away,0,49,-49,6.5,-42.5,41.5
20160917,2016,WAKE,DEL,ACC,1A,Dave Clawson,11.25,5.25,29,home,38,21,17,-23,-6,42.5
20160917,2016,DEL,WAKE,,1AA,None,5.25,11.25,8,away,21,38,-17,23,6,42.5
20160917,2016,WAS,POST,P12,1A,Chris Petersen,-5.25,-9.25,20,home,41,3,38,-42,-4,58.5
20160917,2016,POST,WAS,,1AA,None,-9.25,-5.25,13,away,3,41,-38,42,4,58.5
20160917,2016,WAST,IDA,P12,1A,Mike Leach,-14.5,8,26,home,56,6,50,-27.5,22.5,68.5
20160917,2016,IDA,WAST,SBC,1A,Paul Petrino,8,-14.5,15,away,6,56,-50,27.5,-22.5,68.5
20160917,2016,WIS,GAST,B10,1A,Paul Chryst,9.25,-19.75,26,home,23,17,6,-35,-29,50.5
20160917,2016,GAST,WIS,SBC,1AA,Trent Miles,-19.75,9.25,13,away,17,23,-6,35,29,50.5
20160917,2016,WYO,CDAV,MWC,1A,Craig Bohl,-0.75,-0.75,22,home,45,22,23,-23,0,68.5
20160917,2016,CDAV,WYO,,1AA,None,-0.75,-0.75,13,away,22,45,-23,23,0,68.5
20160922,2016,GTCH,CLEM,ACC,1A,Paul Johnson,-8.25,-16.75,11,home,7,26,-19,10.5,-8.5,58
20160922,2016,CLEM,GTCH,ACC,1A,Dabo Swinney,-16.75,-8.25,24,away,26,7,19,-10.5,8.5,58
20160923,2016,EMCH,WYO,MAC,1A,Chris Creighton,-9,-1,24,home,27,24,3,5,8,61
20160923,2016,WYO,EMCH,MWC,1A,Craig Bohl,-1,-9,19,away,24,27,-3,-5,-8,61
20160923,2016,SMU,TCU,AAC,1A,Chad Morris,-11,-19,15,home,3,33,-30,22,-8,66
20160923,2016,TCU,SMU,B12,1A,Gary Patterson,-19,-11,26,away,33,3,30,-22,8,66
20160923,2016,UTAH,USC,P12,1A,Kyle Whittingham,5.75,6.75,30,home,31,27,4,-3,1,45.5
20160923,2016,USC,UTAH,P12,1A,Clay Helton,6.75,5.75,22,away,27,31,-4,3,-1,45.5
20160924,2016,AKRON,APP,MAC,1A,None,13,12,30,home,38,45,-7,6,-1,58
20160924,2016,APP,AKRON,SBC,1A,Scott Satterfield,12,13,30,away,45,38,7,-6,1,58
20160924,2016,AKST,CARK,SBC,1A,Blake Anderson,-1.5,-22.5,20,home,23,28,-5,-16,-21,75
20160924,2016,CARK,AKST,,1AA,None,-22.5,-1.5,23,away,28,23,5,16,21,75
20160924,2016,ALA,KEST,SEC,1A,Nick Saban,-2.75,0.75,28,home,48,0,48,-44.5,3.5,50
20160924,2016,KEST,ALA,MAC,1A,Paul Haynes,0.75,-2.75,5,away,0,48,-48,44.5,-3.5,50
20160924,2016,ARZ,WAS,P12,1A,Rich Rodriguez,-0.5,5.5,25,home,28,35,-7,13,6,58
20160924,2016,WAS,ARZ,P12,1A,Chris Petersen,5.5,-0.5,27,away,35,28,7,-13,-6,58
20160924,2016,AUB,LSU,SEC,1A,Gus Malzahn,-11.25,-3.25,18,home,18,13,5,3,8,45.5
20160924,2016,LSU,AUB,SEC,1A,Les Miles,-3.25,-11.25,14,away,13,18,-5,-3,-8,45.5
20160924,2016,AZST,CAL,P12,1A,Todd Graham,1,7,23,home,51,41,10,-4,6,84
20160924,2016,CAL,AZST,P12,1A,Sonny Dykes,7,1,29,away,41,51,-10,4,-6,84
20160924,2016,BAY,OKST,B12,1A,Jim Grobe,-8.5,-6.5,20,home,35,24,11,-9,2,74
20160924,2016,OKST,BAY,B12,1A,Mike Gundy,-6.5,-8.5,30,away,24,35,-11,9,-2,74
20160924,2016,BCOL,WAG,ACC,1A,Steve Addazio,3.75,-8.75,26,home,42,10,32,-44.5,-12.5,57
20160924,2016,WAG,BCOL,,,None,-8.75,3.75,7,away,10,42,-32,44.5,12.5,57
20160924,2016,BUF,ARMY,MAC,1A,Lance Leipold,-12.5,4.5,16,home,23,20,3,14,17,51
20160924,2016,ARMY,BUF,IND,1A,Jeff Monken,4.5,-12.5,22,away,20,23,-3,-14,-17,51
20160924,2016,BYU,WVA,IND,1A,Kalani Sitake,5.25,9.75,29,neutral,32,35,-3,7.5,4.5,52
20160924,2016,WVA,BYU,B12,1A,Dana Holgorsen,9.75,5.25,29,neutral,35,32,3,-7.5,-4.5,52
20160924,2016,CIN,MIAO,AAC,1A,Tommy Tuberville,0.25,-8.25,32,home,27,20,7,-15.5,-8.5,55
20160924,2016,MIAO,CIN,MAC,1A,Chuck Martin,-8.25,0.25,15,away,20,27,-7,15.5,8.5,55
20160924,2016,CON,SYR,AAC,1A,Bob Diaco,3.5,-6.5,23,home,24,31,-7,-3,-10,58
