Away True Probability (Close),Away True Line (Close),,Away Implied Probability (Close),Away Line (Close),Away True Probability (Open),Away True Line (Open),,Away Implied Probability (Open),Away Line (Open),Away,Away Score,-,Date,-,Home Score,Home,Home Line (Open),Home Implied Probability (Open),,Home True Line (Open),Home True Probability (Open),Home Line (Close),Home Implied Probability (Close),,Home True Line (Close),Home True Probability (Close)
53.79%, -116,102.55%,55.16%,-123,53.79%, -116,102.55%,55.16%, -123,New York Rangers,2,,13-Dec,,3,Ottawa Senators,+111,47.39%,102.55%,+116,46.21%,+111,47.39%,102.55%,+116,46.21%
45.20%,+121,102.44%,46.30%,+116,45.20%,+121,102.44%,46.30%,+116,Dallas Stars,5,,13-Dec,,2,New York Islanders,-128,56.14%,102.44%, -121,54.80%,-128,56.14%,102.44%, -121,54.80%
56.61%, -130,102.43%,57.98%,-138,56.61%, -130,102.43%,57.98%, -138,Boston Bruins,3,OT,13-Dec,,2,Detroit Red Wings,+125,44.44%,102.43%,+130,43.39%,+125,44.44%,102.43%,+130,43.39%
59.33%, -146,102.45%,60.78%,-155,54.80%, -121,102.44%,56.14%, -128,Nashville Predators,7,,13-Dec,,1,Vancouver Canucks,+116,46.30%,102.44%,+121,45.20%,+140,41.67%,102.45%,+146,40.67%
46.21%,+116,102.55%,47.39%,+111,47.16%,+112,102.44%,48.31%,+107,Washington Capitals,5,,14-Dec,,3,Boston Bruins,-118,54.13%,102.44%, -112,52.84%,-123,55.16%,102.55%, -116,53.79%
38.13%,+162,102.43%,39.06%,+156,38.57%,+159,102.49%,39.53%,+153,Buffalo Sabres,1,,14-Dec,,2,Philadelphia Flyers,-170,62.96%,102.49%, -159,61.43%,-173,63.37%,102.43%, -162,61.87%
38.28%,+161,102.45%,39.22%,+155,41.22%,+143,102.35%,42.19%,+137,New York Islanders,4,,14-Dec,,6,Columbus Blue Jackets,-151,60.16%,102.35%, -143,58.78%,-172,63.24%,102.45%, -161,61.72%
37.99%,+163,102.41%,38.91%,+157,39.21%,+155,102.42%,40.16%,+149,New Jersey Devils,1,,14-Dec,OT,2,Montreal Canadiens,-165,62.26%,102.42%, -155,60.79%,-174,63.50%,102.41%, -163,62.01%
40.67%,+146,102.45%,41.67%,+140,42.07%,+138,102.45%,43.10%,+132,Anaheim Ducks,3,,14-Dec,,1,St. Louis Blues,-146,59.35%,102.45%, -138,57.93%,-155,60.78%,102.45%, -146,59.33%
46.21%,+116,102.55%,47.39%,+111,48.84%,+105,102.38%,50.00%,+100,Toronto Maple Leafs,0,,14-Dec,,2,Minnesota Wild,-110,52.38%,102.38%, -105,51.16%,-123,55.16%,102.55%, -116,53.79%
45.40%,+120,102.46%,46.51%,+115,45.80%,+118,102.50%,46.95%,+113,Chicago Blackhawks,5,,14-Dec,,1,Winnipeg Jets,-125,55.56%,102.50%, -118,54.20%,-127,55.95%,102.46%, -120,54.60%
50.46%, -102,102.43%,51.69%,-107,46.21%,+116,102.55%,47.39%,+111,Florida Panthers,1,,14-Dec,,2,Colorado Avalanche,-123,55.16%,102.55%, -116,53.79%,-103,50.74%,102.43%,+102,49.54%
46.01%,+117,102.53%,47.17%,+112,46.21%,+116,102.55%,47.39%,+111,San Jose Sharks,3,,14-Dec,,2,Calgary Flames,-123,55.16%,102.55%, -116,53.79%,-124,55.36%,102.53%, -117,53.99%
48.04%,+108,102.53%,49.26%,+103,50.00%,+100,102.44%,51.22%, -105,Nashville Predators,4,,14-Dec,,0,Edmonton Oilers,-105,51.22%,102.44%,+100,50.00%,-114,53.27%,102.53%, -108,51.96%
63.33%, -173,102.51%,64.91%,-185,63.97%, -178,102.42%,65.52%, -190,Tampa Bay Lightning,4,,14-Dec,,1,Arizona Coyotes,+171,36.90%,102.42%,+178,36.03%,+166,37.59%,102.51%,+173,36.67%
49.30%,+103,102.42%,50.50%,-102,50.00%,+100,102.44%,51.22%, -105,Pittsburgh Penguins,1,,14-Dec,,2,Vegas Golden Knights,-105,51.22%,102.44%,+100,50.00%,-108,51.92%,102.42%, -103,50.70%
60.49%, -153,102.46%,61.98%,-163,59.00%, -144,102.49%,60.47%, -153,Carolina Hurricanes,5,OT,15-Dec,,4,Buffalo Sabres,+138,42.02%,102.49%,+144,41.00%,+147,40.49%,102.46%,+153,39.51%
60.02%, -150,102.52%,61.54%,-160,59.81%, -149,102.39%,61.24%, -158,Dallas Stars,2,,15-Dec,,5,New Jersey Devils,+143,41.15%,102.39%,+149,40.19%,+144,40.98%,102.52%,+150,39.98%
48.04%,+108,102.53%,49.26%,+103,48.27%,+107,102.56%,49.50%,+102,Los Angeles Kings,2,,15-Dec,,4,New York Rangers,-113,53.05%,102.56%, -107,51.73%,-114,53.27%,102.53%, -108,51.96%
48.27%,+107,102.56%,49.50%,+102,54.20%, -118,102.50%,55.56%, -125,Toronto Maple Leafs,1,,15-Dec,,3,Detroit Red Wings,+113,46.95%,102.50%,+118,45.80%,-113,53.05%,102.56%, -107,51.73%
56.61%, -130,102.43%,57.98%,-138,56.61%, -130,102.43%,57.98%, -138,San Jose Sharks,3,,15-Dec,OT,4,Vancouver Canucks,+125,44.44%,102.43%,+130,43.39%,+125,44.44%,102.43%,+130,43.39%
49.30%,+103,102.42%,50.50%,-102,45.80%,+118,102.50%,46.95%,+113,Edmonton Oilers,3,,16-Dec,,2,Minnesota Wild,-125,55.56%,102.50%, -118,54.20%,-108,51.92%,102.42%, -103,50.70%
38.71%,+158,102.51%,39.68%,+152,41.39%,+142,102.37%,42.37%,+136,New York Rangers,3,OT,16-Dec,,2,Boston Bruins,-150,60.00%,102.37%, -142,58.61%,-169,62.83%,102.51%, -158,61.29%
47.16%,+112,102.44%,48.31%,+107,44.80%,+123,102.39%,45.87%,+118,Winnipeg Jets,2,,16-Dec,,0,St. Louis Blues,-130,56.52%,102.39%, -123,55.20%,-118,54.13%,102.44%, -112,52.84%
53.06%, -113,102.41%,54.34%,-119,48.84%,+105,102.38%,50.00%,+100,Montreal Canadiens,0,,16-Dec,,3,Ottawa Senators,-110,52.38%,102.38%, -105,51.16%,+108,48.08%,102.41%,+113,46.94%
42.60%,+135,102.52%,43.67%,+129,44.33%,+126,102.54%,45.45%,+120,Los Angeles Kings,3,,16-Dec,OT,4,New York Islanders,-133,57.08%,102.54%, -126,55.67%,-143,58.85%,102.52%, -135,57.40%
45.40%,+120,102.46%,46.51%,+115,47.38%,+111,102.46%,48.54%,+106,Dallas Stars,1,,16-Dec,OT,2,Philadelphia Flyers,-117,53.92%,102.46%, -111,52.62%,-127,55.95%,102.46%, -120,54.60%
40.35%,+148,102.41%,41.32%,+142,42.25%,+137,102.47%,43.29%,+131,Anaheim Ducks,2,,16-Dec,OT,3,Washington Capitals,-145,59.18%,102.47%, -137,57.75%,-157,61.09%,102.41%, -148,59.65%
60.49%, -153,102.46%,61.98%,-163,60.79%, -155,102.42%,62.26%, -165,Pittsburgh Penguins,4,,16-Dec,,2,Arizona Coyotes,+149,40.16%,102.42%,+155,39.21%,+147,40.49%,102.46%,+153,39.51%
52.18%, -109,102.51%,53.49%,-115,50.00%,+100,102.44%,51.22%, -105,Columbus Blue Jackets,1,,16-Dec,,2,Carolina Hurricanes,-105,51.22%,102.44%,+100,50.00%,+104,49.02%,102.51%,+109,47.82%
62.01%, -163,102.41%,63.50%,-174,61.43%, -159,102.49%,62.96%, -170,Tampa Bay Lightning,6,,16-Dec,,5,Colorado Avalanche,+153,39.53%,102.49%,+159,38.57%,+157,38.91%,102.41%,+163,37.99%
50.93%, -104,102.40%,52.15%,-109,50.00%,+100,102.44%,51.22%, -105,Nashville Predators,2,,16-Dec,,0,Calgary Flames,-105,51.22%,102.44%,+100,50.00%,-101,50.25%,102.40%,+104,49.07%
46.73%,+114,102.39%,47.85%,+109,43.76%,+129,102.47%,44.84%,+123,St. Louis Blues,0,,17-Dec,,4,Winnipeg Jets,-136,57.63%,102.47%, -129,56.24%,-120,54.55%,102.39%, -114,53.27%
39.06%,+156,102.41%,40.00%,+150,37.67%,+165,102.51%,38.61%,+159,Minnesota Wild,1,,17-Dec,,4,Chicago Blackhawks,-177,63.90%,102.51%, -165,62.33%,-166,62.41%,102.41%, -156,60.94%
51.39%, -106,102.36%,52.61%,-111,51.16%, -105,102.38%,52.38%, -110,Calgary Flames,6,,17-Dec,,1,Vancouver Canucks,+100,50.00%,102.38%,+105,48.84%,+101,49.75%,102.36%,+106,48.61%
39.06%,+156,102.41%,40.00%,+150,38.91%,+157,102.39%,39.84%,+151,Florida Panthers,2,,17-Dec,,5,Vegas Golden Knights,-167,62.55%,102.39%, -157,61.09%,-166,62.41%,102.41%, -156,60.94%
49.30%,+103,102.42%,50.50%,-102,45.20%,+121,102.44%,46.30%,+116,Columbus Blue Jackets,2,,18-Dec,,7,Boston Bruins,-128,56.14%,102.44%, -121,54.80%,-108,51.92%,102.42%, -103,50.70%
45.20%,+121,102.44%,46.30%,+116,47.82%,+109,102.51%,49.02%,+104,Anaheim Ducks,3,,18-Dec,,5,New Jersey Devils,-115,53.49%,102.51%, -109,52.18%,-128,56.14%,102.44%, -121,54.80%
47.60%,+110,102.48%,48.78%,+105,46.73%,+114,102.39%,47.85%,+109,Los Angeles Kings,4,,18-Dec,,1,Philadelphia Flyers,-120,54.55%,102.39%, -114,53.27%,-116,53.70%,102.48%, -110,52.40%
59.33%, -146,102.45%,60.78%,-155,60.18%, -151,102.50%,61.69%, -161,Pittsburgh Penguins,2,,18-Dec,,4,Colorado Avalanche,+145,40.82%,102.50%,+151,39.82%,+140,41.67%,102.45%,+146,40.67%
43.95%,+128,102.49%,45.05%,+122,44.60%,+124,102.37%,45.66%,+119,San Jose Sharks,3,,18-Dec,,5,Edmonton Oilers,-131,56.71%,102.37%, -124,55.40%,-135,57.45%,102.49%, -128,56.05%
46.21%,+116,102.55%,47.39%,+111,44.80%,+123,102.39%,45.87%,+118,Carolina Hurricanes,1,,19-Dec,,8,Toronto Maple Leafs,-130,56.52%,102.39%, -123,55.20%,-123,55.16%,102.55%, -116,53.79%
53.99%, -117,102.53%,55.36%,-124,60.79%, -155,102.42%,62.26%, -165,Boston Bruins,3,,19-Dec,,0,Buffalo Sabres,+149,40.16%,102.42%,+155,39.21%,+112,47.17%,102.53%,+117,46.01%
38.28%,+161,102.45%,39.22%,+155,37.25%,+168,102.45%,38.17%,+162,Detroit Red Wings,6,,19-Dec,,3,New York Islanders,-180,64.29%,102.45%, -168,62.75%,-172,63.24%,102.45%, -161,61.72%
38.28%,+161,102.45%,39.22%,+155,40.19%,+149,102.39%,41.15%,+143,Anaheim Ducks,1,,19-Dec,,4,New York Rangers,-158,61.24%,102.39%, -149,59.81%,-172,63.24%,102.45%, -161,61.72%
46.52%,+115,102.37%,47.62%,+110,50.23%, -101,102.44%,51.46%, -106,Minnesota Wild,6,,19-Dec,,4,Ottawa Senators,-104,50.98%,102.44%,+101,49.77%,-121,54.75%,102.37%, -115,53.48%
41.16%,+143,102.51%,42.19%,+137,41.39%,+142,102.37%,42.37%,+136,Winnipeg Jets,6,,19-Dec,,4,Nashville Predators,-150,60.00%,102.37%, -142,58.61%,-152,60.32%,102.51%, -143,58.84%
45.80%,+118,102.50%,46.95%,+113,47.82%,+109,102.51%,49.02%,+104,Washington Capitals,4,OT,19-Dec,,3,Dallas Stars,-115,53.49%,102.51%, -109,52.18%,-125,55.56%,102.50%, -118,54.20%
51.16%, -105,102.38%,52.38%,-110,50.93%, -104,102.40%,52.15%, -109,Florida Panthers,3,,19-Dec,,2,Arizona Coyotes,-101,50.25%,102.40%,+104,49.07%,+100,50.00%,102.38%,+105,48.84%
48.57%,+106,87.98%,42.74%,+134,51.16%, -105,102.38%,52.38%, -110,Montreal Canadiens,7,,19-Dec,,5,Vancouver Canucks,+100,50.00%,102.38%,+105,48.84%,+121,45.25%,87.98%, -106,51.43%
57.63%, -136,100.00%,57.63%,-136,53.99%, -117,102.53%,55.36%, -124,Tampa Bay Lightning,3,,19-Dec,,4,Vegas Golden Knights,+112,47.17%,102.53%,+117,46.01%,+136,42.37%,100.00%,+136,42.37%
43.39%,+130,102.43%,44.44%,+125,41.00%,+144,102.49%,42.02%,+138,Toronto Maple Leafs,2,,20-Dec,,4,Columbus Blue Jackets,-153,60.47%,102.49%, -144,59.00%,-138,57.98%,102.43%, -130,56.61%
38.57%,+159,102.49%,39.53%,+153,36.67%,+173,102.51%,37.59%,+166,Detroit Red Wings,3,,20-Dec,,4,Philadelphia Flyers,-185,64.91%,102.51%, -173,63.33%,-170,62.96%,102.49%, -159,61.43%
46.73%,+114,102.39%,47.85%,+109,48.84%,+105,102.38%,50.00%,+100,St. Louis Blues,1,,20-Dec,,2,Calgary Flames,-110,52.38%,102.38%, -105,51.16%,-120,54.55%,102.39%, -114,53.27%
46.94%,+113,102.41%,48.08%,+108,44.33%,+126,102.54%,45.45%,+120,Winnipeg Jets,1,,21-Dec,SO,2,Boston Bruins,-133,57.08%,102.54%, -126,55.67%,-119,54.34%,102.41%, -113,53.06%
49.07%,+104,102.40%,50.25%,-101,50.93%, -104,102.40%,52.15%, -109,New York Rangers,3,,21-Dec,SO,4,New Jersey Devils,-101,50.25%,102.40%,+104,49.07%,-109,52.15%,102.40%, -104,50.93%
42.25%,+137,102.47%,43.29%,+131,43.39%,+130,102.43%,44.44%,+125,Anaheim Ducks,5,OT,21-Dec,,4,New York Islanders,-138,57.98%,102.43%, -130,56.61%,-145,59.18%,102.47%, -137,57.75%
39.98%,+150,102.52%,40.98%,+144,41.73%,+140,102.41%,42.74%,+134,Columbus Blue Jackets,2,,21-Dec,SO,3,Pittsburgh Penguins,-148,59.68%,102.41%, -140,58.27%,-160,61.54%,102.52%, -150,60.02%
31.18%,+221,102.45%,31.95%,+213,33.89%,+195,102.46%,34.72%,+188,Ottawa Senators,3,,21-Dec,SO,4,Tampa Bay Lightning,-210,67.74%,102.46%, -195,66.11%,-239,70.50%,102.45%, -221,68.82%
38.71%,+158,102.51%,39.68%,+152,38.57%,+159,102.49%,39.53%,+153,Carolina Hurricanes,4,,21-Dec,,1,Nashville Predators,-170,62.96%,102.49%, -159,61.43%,-169,62.83%,102.51%, -158,61.29%
46.21%,+116,102.55%,47.39%,+111,49.07%,+104,102.40%,50.25%, -101,Chicago Blackhawks,0,,21-Dec,,4,Dallas Stars,-109,52.15%,102.40%, -104,50.93%,-123,55.16%,102.55%, -116,53.79%
43.03%,+132,102.39%,44.05%,+127,45.20%,+121,102.44%,46.30%,+116,St. Louis Blues,2,,21-Dec,,3,Edmonton Oilers,-128,56.14%,102.44%, -121,54.80%,-140,58.33%,102.39%, -132,56.97%
36.67%,+173,102.51%,37.59%,+166,36.03%,+178,102.42%,36.90%,+171,Colorado Avalanche,1,,21-Dec,OT,2,Los Angeles Kings,-190,65.52%,102.42%, -178,63.97%,-185,64.91%,102.51%, -173,63.33%
36.41%,+175,102.47%,37.31%,+168,36.03%,+178,102.42%,36.90%,+171,Vancouver Canucks,4,,21-Dec,OT,5,San Jose Sharks,-190,65.52%,102.42%, -178,63.97%,-187,65.16%,102.47%, -175,63.59%
52.62%, -111,102.46%,53.92%,-117,54.40%, -119,102.48%,55.75%, -126,Philadelphia Flyers,2,,22-Dec,,4,Buffalo Sabres,+114,46.73%,102.48%,+119,45.60%,+106,48.54%,102.46%,+111,47.38%
48.04%,+108,102.53%,49.26%,+103,48.84%,+105,102.38%,50.00%,+100,Minnesota Wild,2,,22-Dec,,4,Florida Panthers,-110,52.38%,102.38%, -105,51.16%,-114,53.27%,102.53%, -108,51.96%
42.42%,+136,102.49%,43.48%,+130,44.60%,+124,102.37%,45.66%,+119,Montreal Canadiens,3,,22-Dec,,2,Calgary Flames,-131,56.71%,102.37%, -124,55.40%,-144,59.02%,102.49%, -136,57.58%
57.75%, -137,102.47%,59.18%,-145,59.33%, -146,102.45%,60.78%, -155,Washington Capitals,2,,22-Dec,OT,3,Arizona Coyotes,+140,41.67%,102.45%,+146,40.67%,+131,43.29%,102.47%,+137,42.25%
36.41%,+175,102.47%,37.31%,+168,35.24%,+184,102.43%,36.10%,+177,Detroit Red Wings,1,,23-Dec,,3,Boston Bruins,-197,66.33%,102.43%, -184,64.76%,-187,65.16%,102.47%, -175,63.59%
48.27%,+107,102.56%,49.50%,+102,46.73%,+114,102.39%,47.85%,+109,Winnipeg Jets,2,,23-Dec,,5,New York Islanders,-120,54.55%,102.39%, -114,53.27%,-113,53.05%,102.56%, -107,51.73%
36.67%,+173,102.51%,37.59%,+166,37.25%,+168,102.45%,38.17%,+162,Montreal Canadiens,1,,23-Dec,,4,Edmonton Oilers,-180,64.29%,102.45%, -168,62.75%,-185,64.91%,102.51%, -173,63.33%
31.09%,+222,102.44%,31.85%,+214,30.30%,+230,102.48%,31.06%,+222,Minnesota Wild,0,,23-Dec,,3,Tampa Bay Lightning,-250,71.43%,102.48%, -230,69.70%,-240,70.59%,102.44%, -222,68.91%
45.40%,+120,102.46%,46.51%,+115,46.21%,+116,102.55%,47.39%,+111,Ottawa Senators,0,,23-Dec,,1,Florida Panthers,-123,55.16%,102.55%, -116,53.79%,-127,55.95%,102.46%, -120,54.60%
50.46%, -102,102.43%,51.69%,-107,50.70%, -103,102.42%,51.92%, -108,Chicago Blackhawks,1,,23-Dec,,4,New Jersey Devils,-102,50.50%,102.42%,+103,49.30%,-103,50.74%,102.43%,+102,49.54%
48.84%,+105,102.38%,50.00%,+100,44.33%,+126,102.54%,45.45%,+120,Toronto Maple Leafs,3,,23-Dec,,2,New York Rangers,-133,57.08%,102.54%, -126,55.67%,-110,52.38%,102.38%, -105,51.16%
37.85%,+164,102.40%,38.76%,+158,36.67%,+173,102.51%,37.59%,+166,Anaheim Ducks,4,,23-Dec,,0,Pittsburgh Penguins,-185,64.91%,102.51%, -173,63.33%,-175,63.64%,102.40%, -164,62.15%
32.98%,+203,102.44%,33.78%,+196,32.87%,+204,102.42%,33.67%,+197,Buffalo Sabres,2,,23-Dec,,4,Carolina Hurricanes,-220,68.75%,102.42%, -204,67.13%,-219,68.65%,102.44%, -203,67.02%
38.28%,+161,102.45%,39.22%,+155,35.49%,+182,102.47%,36.36%,+175,Philadelphia Flyers,1,,23-Dec,SO,2,Columbus Blue Jackets,-195,66.10%,102.47%, -182,64.51%,-172,63.24%,102.45%, -161,61.72%
45.40%,+120,102.46%,46.51%,+115,44.80%,+123,102.39%,45.87%,+118,Washington Capitals,0,,23-Dec,,3,Vegas Golden Knights,-130,56.52%,102.39%, -123,55.20%,-127,55.95%,102.46%, -120,54.60%
50.70%, -103,102.42%,51.92%,-108,48.84%,+105,102.38%,50.00%,+100,Colorado Avalanche,6,,23-Dec,,2,Arizona Coyotes,-110,52.38%,102.38%, -105,51.16%,-102,50.50%,102.42%,+103,49.30%
46.01%,+117,102.53%,47.17%,+112,46.73%,+114,102.39%,47.85%,+109,Nashville Predators,3,,23-Dec,SO,4,Dallas Stars,-120,54.55%,102.39%, -114,53.27%,-124,55.36%,102.53%, -117,53.99%
58.84%, -143,102.51%,60.32%,-152,58.61%, -142,102.37%,60.00%, -150,St. Louis Blues,3,,23-Dec,,1,Vancouver Canucks,+136,42.37%,102.37%,+142,41.39%,+137,42.19%,102.51%,+143,41.16%
50.00%,+100,102.44%,51.22%,-105,46.73%,+114,102.39%,47.85%,+109,Los Angeles Kings,0,,23-Dec,,2,San Jose Sharks,-120,54.55%,102.39%, -114,53.27%,-105,51.22%,102.44%,+100,50.00%
37.12%,+169,102.44%,38.02%,+163,36.16%,+177,102.43%,37.04%,+170,Ottawa Senators,1,,27-Dec,,5,Boston Bruins,-189,65.40%,102.43%, -177,63.84%,-181,64.41%,102.44%, -169,62.88%
40.67%,+146,102.45%,41.67%,+140,39.06%,+156,102.41%,40.00%,+150,Detroit Red Wings,1,,27-Dec,,3,New Jersey Devils,-166,62.41%,102.41%, -156,60.94%,-155,60.78%,102.45%, -146,59.33%
37.99%,+163,102.41%,38.91%,+157,37.53%,+166,102.49%,38.46%,+160,Buffalo Sabres,2,,27-Dec,OT,3,New York Islanders,-178,64.03%,102.49%, -166,62.47%,-174,63.50%,102.41%, -163,62.01%
48.04%,+108,102.53%,49.26%,+103,48.27%,+107,102.56%,49.50%,+102,Washington Capitals,0,,27-Dec,SO,1,New York Rangers,-113,53.05%,102.56%, -107,51.73%,-114,53.27%,102.53%, -108,51.96%
42.25%,+137,102.47%,43.29%,+131,42.25%,+137,102.47%,43.29%,+131,Columbus Blue Jackets,4,,27-Dec,SO,5,Pittsburgh Penguins,-145,59.18%,102.47%, -137,57.75%,-145,59.18%,102.47%, -137,57.75%
43.03%,+132,102.39%,44.05%,+127,45.00%,+122,102.41%,46.08%,+117,Montreal Canadiens,1,,27-Dec,,3,Carolina Hurricanes,-129,56.33%,102.41%, -122,55.00%,-140,58.33%,102.39%, -132,56.97%
48.38%,+107,102.34%,49.50%,+102,48.27%,+107,102.56%,49.50%,+102,Nashville Predators,2,,27-Dec,,1,St. Louis Blues,-113,53.05%,102.56%, -107,51.73%,-112,52.83%,102.34%, -107,51.62%
50.46%, -102,102.43%,51.69%,-107,43.03%,+132,102.39%,44.05%,+127,Dallas Stars,2,,27-Dec,,4,Minnesota Wild,-140,58.33%,102.39%, -132,56.97%,-103,50.74%,102.43%,+102,49.54%
45.20%,+121,102.44%,46.30%,+116,45.00%,+122,102.41%,46.08%,+117,Edmonton Oilers,3,,27-Dec,,4,Winnipeg Jets,-129,56.33%,102.41%, -122,55.00%,-128,56.14%,102.44%, -121,54.80%
41.90%,+139,102.43%,42.92%,+133,39.06%,+156,102.41%,40.00%,+150,Arizona Coyotes,3,,27-Dec,,1,Colorado Avalanche,-166,62.41%,102.41%, -156,60.94%,-147,59.51%,102.43%, -139,58.10%
44.80%,+123,102.39%,45.87%,+118,48.27%,+107,102.56%,49.50%,+102,Vegas Golden Knights,4,,27-Dec,,1,Anaheim Ducks,-113,53.05%,102.56%, -107,51.73%,-130,56.52%,102.39%, -123,55.20%
44.80%,+123,102.39%,45.87%,+118,46.94%,+113,102.41%,48.08%,+108,Boston Bruins,3,,28-Dec,SO,4,Washington Capitals,-119,54.34%,102.41%, -113,53.06%,-130,56.52%,102.39%, -123,55.20%
31.99%,+213,102.48%,32.79%,+205,32.43%,+208,102.45%,33.22%,+201,Montreal Canadiens,1,,28-Dec,,3,Tampa Bay Lightning,-225,69.23%,102.45%, -208,67.57%,-230,69.70%,102.48%, -213,68.01%
47.60%,+110,102.48%,48.78%,+105,47.82%,+109,102.51%,49.02%,+104,Philadelphia Flyers,2,,28-Dec,,3,Florida Panthers,-115,53.49%,102.51%, -109,52.18%,-116,53.70%,102.48%, -110,52.40%
63.84%, -177,102.43%,65.40%,-189,61.29%, -158,102.51%,62.83%, -169,Toronto Maple Leafs,7,,28-Dec,,4,Arizona Coyotes,+152,39.68%,102.51%,+158,38.71%,+170,37.04%,102.43%,+177,36.16%
54.20%, -118,102.50%,55.56%,-125,54.20%, -118,102.50%,55.56%, -125,Chicago Blackhawks,2,,28-Dec,,5,Vancouver Canucks,+113,46.95%,102.50%,+118,45.80%,+113,46.95%,102.50%,+118,45.80%
43.03%,+132,102.39%,44.05%,+127,41.90%,+139,102.43%,42.92%,+133,Vegas Golden Knights,3,OT,28-Dec,,2,Los Angeles Kings,-147,59.51%,102.43%, -139,58.10%,-140,58.33%,102.39%, -132,56.97%
45.00%,+122,102.41%,46.08%,+117,43.03%,+132,102.39%,44.05%,+127,Calgary Flames,2,,28-Dec,SO,3,San Jose Sharks,-140,58.33%,102.39%, -132,56.97%,-129,56.33%,102.41%, -122,55.00%
38.71%,+158,102.51%,39.68%,+152,37.85%,+164,102.40%,38.76%,+158,Buffalo Sabres,4,OT,29-Dec,,3,New Jersey Devils,-175,63.64%,102.40%, -164,62.15%,-169,62.83%,102.51%, -158,61.29%
55.00%, -122,102.41%,56.33%,-129,55.20%, -123,102.39%,56.52%, -130,Columbus Blue Jackets,4,,29-Dec,,5,Ottawa Senators,+118,45.87%,102.39%,+123,44.80%,+117,46.08%,102.41%,+122,45.00%
51.73%, -107,102.56%,53.05%,-113,55.00%, -122,102.41%,56.33%, -129,New York Rangers,2,,29-Dec,SO,3,Detroit Red Wings,+117,46.08%,102.41%,+122,45.00%,+102,49.50%,102.56%,+107,48.27%
34.00%,+194,102.48%,34.84%,+187,30.30%,+230,102.48%,31.06%,+222,Philadelphia Flyers,5,,29-Dec,,3,Tampa Bay Lightning,-250,71.43%,102.48%, -230,69.70%,-209,67.64%,102.48%, -194,66.00%
43.39%,+130,102.43%,44.44%,+125,48.27%,+107,102.56%,49.50%,+102,Pittsburgh Penguins,1,,29-Dec,,2,Carolina Hurricanes,-113,53.05%,102.56%, -107,51.73%,-138,57.98%,102.43%, -130,56.61%
51.16%, -105,102.38%,52.38%,-110,50.00%,+100,102.44%,51.22%, -105,Nashville Predators,2,,29-Dec,,4,Minnesota Wild,-105,51.22%,102.44%,+100,50.00%,+100,50.00%,102.38%,+105,48.84%
43.39%,+130,102.43%,44.44%,+125,43.39%,+130,102.43%,44.44%,+125,New York Islanders,2,,29-Dec,,4,Winnipeg Jets,-138,57.98%,102.43%, -130,56.61%,-138,57.98%,102.43%, -130,56.61%
44.14%,+127,102.51%,45.25%,+121,44.33%,+126,102.54%,45.45%,+120,St. Louis Blues,2,,29-Dec,,4,Dallas Stars,-133,57.08%,102.54%, -126,55.67%,-134,57.26%,102.51%, -127,55.86%
53.06%, -113,102.41%,54.34%,-119,55.86%, -127,102.51%,57.26%, -134,Toronto Maple Leafs,3,,29-Dec,OT,4,Colorado Avalanche,+121,45.25%,102.51%,+127,44.14%,+108,48.08%,102.41%,+113,46.94%
36.67%,+173,102.51%,37.59%,+166,34.85%,+187,102.49%,35.71%,+180,Chicago Blackhawks,4,OT,29-Dec,,3,Edmonton Oilers,-201,66.78%,102.49%, -187,65.15%,-185,64.91%,102.51%, -173,63.33%
43.03%,+132,102.39%,44.05%,+127,43.95%,+128,102.49%,45.05%,+122,Calgary Flames,1,,29-Dec,,2,Anaheim Ducks,-135,57.45%,102.49%, -128,56.05%,-140,58.33%,102.39%, -132,56.97%
60.02%, -150,102.52%,61.54%,-160,57.58%, -136,102.49%,59.02%, -144,Boston Bruins,5,,30-Dec,,0,Ottawa Senators,+130,43.48%,102.49%,+136,42.42%,+144,40.98%,102.52%,+150,39.98%
46.94%,+113,102.41%,48.08%,+108,46.01%,+117,102.53%,47.17%,+112,Montreal Canadiens,0,,30-Dec,,2,Florida Panthers,-124,55.36%,102.53%, -117,53.99%,-119,54.34%,102.41%, -113,53.06%
36.67%,+173,102.51%,37.59%,+166,35.24%,+184,102.43%,36.10%,+177,New Jersey Devils,2,,30-Dec,,5,Washington Capitals,-197,66.33%,102.43%, -184,64.76%,-185,64.91%,102.51%, -173,63.33%
44.80%,+123,102.39%,45.87%,+118,45.80%,+118,102.50%,46.95%,+113,Carolina Hurricanes,2,,30-Dec,,3,St. Louis Blues,-125,55.56%,102.50%, -118,54.20%,-130,56.52%,102.39%, -123,55.20%
43.03%,+132,102.39%,44.05%,+127,43.03%,+132,102.39%,44.05%,+127,Minnesota Wild,0,,30-Dec,,3,Nashville Predators,-140,58.33%,102.39%, -132,56.97%,-140,58.33%,102.39%, -132,56.97%
56.05%, -128,102.49%,57.45%,-135,55.86%, -127,102.51%,57.26%, -134,Los Angeles Kings,4,,30-Dec,,3,Vancouver Canucks,+121,45.25%,102.51%,+127,44.14%,+122,45.05%,102.49%,+128,43.95%
46.21%,+116,102.55%,47.39%,+111,44.33%,+126,102.54%,45.45%,+120,Toronto Maple Leafs,3,,31-Dec,,6,Vegas Golden Knights,-133,57.08%,102.54%, -126,55.67%,-123,55.16%,102.55%, -116,53.79%
